,date,retweets,favorites,label,text
24752,03/08/19 20:18,1,0,3,"#Texas #ElPaso #Walmart #walmartshooting #massshooting Texas shooting: El Paso police say multiple people dead, suspect in custody after mall attackhttps://www.latimes.com/world-nation/story/2019-08-03/el-paso-texas-reports-of-shooting ’_’__"
49940,05/08/19 7:10,0,0,2,"Dude I love angry Twitter, it reminds me that people DO give a fuck about what happens. We just need to to something about this. #GunControlNow"
49189,05/08/19 7:43,6,43,2,"your right to a firearm does not outweigh the right for other people to pursue life, liberty, and happiness (aka going to church, school, shopping centers, etc) not ONE right in the constitution is absolute so stfu about your 2A. if you aren’_’_Î_t pissed, you aren’_’_Î_t paying attention"
14537,03/08/19 21:47,0,0,3,Late but in earnest! Thank You Amy. #ElPaso https://twitter.com/amyklobuchar/status/1157761754199314432 ’_’__
21202,03/08/19 20:51,1,2,2,"Australia needed only one wake-up call. In America, we keep hitting snooze. WAKE UP! Do something, Congress! #GunControlNow #ElPaso #MassShooting #EndGunViolence"
8804,03/08/19 22:39,0,1,2,Say it with me.... #ThanksTrump #GunControlNow
7842,03/08/19 22:48,0,4,3,"The #ElPaso shooter wrote a manifesto that talked about his hatred for Hispanics. So when you ask ’_’_’Œwhere was he radicalized’_’_Îù, look no further than the words coming out of the mouth (and cesspool of a twitter feed) of the current occupant of the White House."
11883,03/08/19 22:09,0,0,3,President #DonaldTrump was focused on a Saturday mixed martial arts as a mass shooting in #ElPaso gripped the attention of America on Saturday. https://www.rawstory.com/2019/08/trump-tweeted-perfunctory-support-for-el-paso-victims-and-15-minutes-later-praised-ufc-fighter-with-maga/ ’_’__ #ElPasoShooting #UnitedStates
60449,05/08/19 2:50,0,1,3,8chan has become a meeting place for 'extremist hate.' The founder says it's time to shut it down https://www.usatoday.com/story/news/nation/2019/08/04/8-chan-third-mass-shooting-2019-linked-webs-darkest-reaches/1917135001/ ’_’__ via @usatoday
39133,05/08/19 13:02,0,0,3,"NO, THIS IS ON YOU #ElPaso @GregAbbott_TX #ImpeachTrump @realDonaldTrump @GOP @GOPLeader @SenateMajLdr @LindseyGrahamSC @JohnCornyn @SenTedCruz @RepMcCaulhttps://twitter.com/realDonaldTrump/status/1158340095608610816 ’_’__"
28989,03/08/19 19:35,0,0,2,But it is about #GunControlNow and #politics
2958,03/08/19 23:37,0,1,3,I'm so sorry #ElPaso https://twitter.com/jaketapper/status/1157797410535550978 ’_’__
51633,05/08/19 6:04,0,0,3,"Cloudflare is dropping 8chan. Vigilantes will take care of them starting about 12 am PT, no 1st amendment violations involved."
55062,05/08/19 4:26,2,6,1,"The moment Americans give up their guns, they will be victimized. Throughout history, even from ancient times, we see what happens to a society when they can't arm themselves, whether it's with sword or gun... #DaytonOhioShooting #ElPasoShooting #2A #MAGA2020"
31788,03/08/19 19:02,1,3,3,666 days separate the #Route91 #Harvest #Festival & the #Gilroy Garlic Harvest Festival. 6 more days separate today’_’_Î_s #ElPaso #walmartshooting . 666 x 6 = 3996 & 3996 mins is equal to 66.6 hours. I cover the particulars of this here -> https://zenofmakaveli.com/2017/08/12/444/ pic.twitter.com/X47BglcZZU
19908,03/08/19 21:02,0,1,2,"Each week there are one or more mass shootings in America and for some reason the NRA and certain people in our government do not think this is a big deal! LIVES ARE TAKEN, PRECIOUS LIVES! #FucktheNRA #GunControlNow"
37651,05/08/19 13:29,0,1,2,Anyone wanna bet that baby killer in #ElPasoShooting #ElPasoTerroristAttack had an @Xbox and played #Fortnite these kids and young people become numb and immune to shooting and killing. #BanAssaultWeapons and #violent #videogames
31814,03/08/19 19:01,2,10,2,"Active shooters, inactive lawmakers. It’_’_Î_s not too soon, it’_’_Î_s too late. 100 every day when it should be zero. #ElPaso #VoteThemOut #gunreformnow #EndGunViolence #BreakThePattern @MomsDemand @Everytown @shannonrwatts"
55494,05/08/19 4:15,0,0,2,"Let Me Just Say, Thoughts and Prayers ARE NOT enough anymore. People are dying at the hands of racist in the U.S. It is about time we have some common sense gun reform in the United States. THE KILLING MUST STOP !!! #GunControlNow #GunReform #EndGunViolence #StopGunViolence"
51918,05/08/19 5:54,0,0,3,Tech Company Cloudflare Says It’_’_Î_s Kicking Extremist Forum 8chan Off Its Network https://www.huffpost.com/entry/cloudflare-terminates-service-8chan_n_5d479439e4b0acb57fce8dfe ’_’__ #cybersecurity #infosec #security
32294,03/08/19 18:54,0,0,3,El Paso active shooting: Police confirm multiple fatalities.... #texas #unitedstates #BreakingNews #elpaso https://therightnews.ca https://www.elpasotimes.com/story/news/crime/2019/08/03/el-paso-police-report-shooter-walmart-cielo-vista-mall/1910012001/ ’_’__
58288,05/08/19 3:23,6,29,2,This is all very sensible’_’_’Âbecause it’_’_Î_s common sense #GunControl. And therefore the @NRA-bribed allegedly ’_’_’Œpro-life’_’_Îù Republican political hacks will publicly advertise a thought and promise a prayer. And then privately go golfing. With their security and billet-proof vest.
24907,03/08/19 20:17,0,0,2,Alright thanks. We appreciate it that you are pledging support. Now PASS REFORMS THIS SHOULD NOT KEEP HAPPENING #ElPaso #PrayForElPasohttps://twitter.com/realDonaldTrump/status/1157745635254243329 ’_’__
69209,05/08/19 0:38,0,5,3,Had to explain what a mass shooting was to my five year old tonight. Then: we talked about what to do if a crazy person ever pulled a gun while he and I are out somewhere. Welcome to this fucking country y’_’_Î_all. #massshootings #America #GunControlNow
5755,03/08/19 23:11,0,0,3,Enough with thoughts & prayers from do nothing politicians like @senatemajldr @tedcruz @GOP #GunControlNow
42041,05/08/19 12:06,0,0,3,What do you expect from a party that supports & CELEBRATES murdering a BABY full term in the womb !!! Democrats hate Democrats are evil! #Ohio #ElPasoTerroristAttack #OhioShooting #walmartshooting #Ohiomassshooting #DaytonOhioShooting #BANDEMOCRATS #ThesePeopleAreSick #elpaso
50689,05/08/19 6:40,0,3,3,If you live in #ElPaso please send me a dm
24770,03/08/19 20:18,3,14,2,"""God be with you all"" is trying to be the new ""thoughts and prayers"" from @realDonaldTrump Honestly, all lawmakers that won't do anything about gun control, just don't bother saying or tweeting anything. Just give the finger and say you can't be bothered. #ElPaso #GunReformNow"
18012,03/08/19 21:18,0,0,3,Common sense should tell you why this evil person drove all the way to ElPaso to kill people
55774,05/08/19 4:09,0,2,2,"Hope it billions. $$$seems 2B only thing GREEDY & CORRUPT @realdonaldtrump, @HouseGOP, @SenateGOP, @HouseDemocrats & @SenateDems understand. If it hits them in their wallets maybe they'll pass common sense reforms. 2A , but NO ONE NEEDS an AR-15 type weapon 4 home defense!"
3211,03/08/19 23:36,0,1,3,Maaaan.... Not another shooting... #Prayers #ElPaso #Texas
46098,05/08/19 10:17,0,0,1,NO. The #2A should never be infringed.
69106,05/08/19 0:39,1,7,3,Now do the dude up in Dayton. It does look like one is sure a Dem and the ElPaso creep is one too. Not big fan of Pres Trump. We shall see but most importantly innocent people were murdered. Innocent people were murdered under last president and the one before him and on. Nut bag
18240,03/08/19 21:16,0,2,2,"I remember after Parkland, we all said ’_’_’Œ #NeverAgain’_’_Îù . It did not take long for us to be proven otherwise. #GunControlNow"
12432,03/08/19 22:03,0,0,2,"America loves guns more than its children. Or its moms, or dads, sons and daughters, or others, or cousins, or aunties or uncles, or grammy and grampy. Gurl, you know it's true. #Impeach #GunControlNow https://twitter.com/DPJHodges/status/611943312401002496 ’_’__"
4931,03/08/19 23:19,0,1,2,"Talk about gun control before the next mass shooting or after the last mass shooting in the US. Same difference. El Paso is not the last. None were the last. There will be more. And more, and more. #BanGuns https://twitter.com/ReaganTMan/status/1157764389358977024 ’_’__"
56304,05/08/19 3:59,0,0,3,https://blog.cloudflare.com/terminating-service-for-8chan/?utm_source=webuproar ’_’__ Terminating Service for 8Chan
60934,05/08/19 2:43,0,1,3,So I've put off reading about all this stuff with the recent shooting. It really looks like we people that had metal issues. One was an 8chan lurker or whatnot.. 8ch makes 4chan look like the kiddie pool. The other one seemed to be fully upset about how the world was going.
36802,05/08/19 13:42,0,1,1,"Stop with the nra canned reply, this issue isn’_’_Î_t necessarily about taking guns away it’_’_Î_s about creating a better screening process, licensing & limiting availability...there are nearly as many guns in this country as there are people: unnecessary....2A? It needs amending"
5104,03/08/19 23:17,0,0,3,"Another mass shooting. Another senseless loss of lives. Another a$$hole (likely w/mental health issues)shattering untold numbers of people's worlds. Another round of empty, meaningless words from the politicians. WHEN ARE WE GOING TO DEMAND REAL CHANGE? #ElPaso #ElPasoShooting"
1539,03/08/19 23:48,0,0,2,I’_’_Î_m not thinking. I’_’_Î_m not praying. Act!! #GunReformNow #ElPaso pic.twitter.com/mIzFYKvnZG
38423,05/08/19 13:15,0,0,3,"Fanning the Flames of #Hate: @realDonaldTrump , #ElPaso and #Dayton https://youtu.be/onH0c3AGKhY via @YouTube"
57183,05/08/19 3:40,1,1,2,You are telling the truth. #EnoughIsEnough #EndGunViolence #GOPComplicit #MoscowMitch #LeningradLindsey @MarshaBlackburn @LamarAlexander
51518,05/08/19 6:08,0,1,3,You might want to look at the facts first... Cloudflare says it's pulling support for 8chan following recent mass shootings https://twitter.com/i/events/1158168920659914752 ’_’__
49090,05/08/19 7:48,0,0,3,8chan did nothing wrong.
68734,05/08/19 0:45,0,1,2,"The first thing you learn about test taking is to never leave a question blank. Bc if you guess, you might get it wrong but if you leave it blank, you are guaranteed to get it wrong. And that’_’_Î_s what the US government has done. They refused to even try. #GunControlNow https://twitter.com/jennifairymw/status/1158176547917979650 ’_’__"
1077,03/08/19 23:51,7,31,3,"This one has hit so close to home. #ElPaso you are beautiful and have been a big part of many of our lives in New Mexico. Our hearts are with you, today and every day. pic.twitter.com/5qRXyr9JKT"
41872,05/08/19 12:09,0,0,3,"I understand you live in a country that has #GunControl , But you should be thankful to God for your own life not because of the #Guncontrol system but God has chosen your life to spare."
34004,03/08/19 18:13,0,0,3,BREAKING: El Paso police say there are reports of multiple shooters #ElPaso https://twitter.com/EPPOLICE/status/1157715543656423424 ’_’__
29434,03/08/19 19:31,0,0,3,How many is too many of these incidences? #ElPaso
11744,03/08/19 22:10,0,1,2,Sounds like @realDonaldTrump ought be prioritizing what groups he targets. Another case of #DomesticTerrorism by a radicalized #WhiteNationalist in #ElPaso. Think we got the wrong folks in cages down there #Election2020 #massshooting #GunReform #MAGA (just to irk them)
34962,03/08/19 15:27,0,0,1,Another starring member of THE UNIMFORMED MASSES THAT ARE LIKE SHEEP BEING LED TO SLAUGHTER AND TO IGNORANT TO KNOW IT ALL THEY WANT IS ACTUALLY THEY DON'T EVEAN KNOW WHAT THEY WANT THIS IS THE DEFINITION OF IGNORANCE #Trump2020 #VOTERID #VOTERFRUAD #1A #2A #CONCEALEDCARRY #NRA
18417,03/08/19 21:14,3,3,3,#ElPaso needs Blood Donations. #URGENT
48463,05/08/19 8:20,1,1,3,"People who are surprised by the lack of action taken in response to mass shootings in the US need to remember #SandyHook. Once US politicians accepted that dead infants was an acceptable price to pay for gun rights, that was the end of the debate #ElPasoShooting #DaytonShooting"
6949,03/08/19 22:57,0,0,3,I guess the #elpaso shooter shared your concerns. Scumbag. You might not have pulled the trigger but you loaded the gun. https://twitter.com/JohnCornyn/status/1142414736572768256 ’_’__
150,03/08/19 23:58,0,0,3,make more gun laws so this can happen every day #GunControlNow pic.twitter.com/seIiQPe1x6
40679,05/08/19 12:32,0,0,3,"ElPaso's #WhiteSupremacistTerrorism was a call too arms. We need to understand it, organize, and fight it on every front.https://twitter.com/pastpunditry/status/1158194243413917696 ’_’__"
64083,05/08/19 2:00,6,54,3,"I mean I'm glad @cloudflare is finally getting off their asses and banning 8chan, but it feels weird to me that the rationale is ""lawlessness"" not ""violat[ing] the letter of the law"", rather than, say, ""white supremacy"". https://new.blog.cloudflare.com/terminating-service-for-8chan/ ’_’__pic.twitter.com/or4VbiPvHk"
10304,03/08/19 22:25,3,8,3,Whadaya know? Another white male shooter. Thoughts and prayers. Thoughts and prayers. Blah. Blah. Blah. Blah. ENOUGH!!!!! #GunControlNow
2956,03/08/19 23:37,0,7,3,"Geebus..., politicians really know how to fuck up a tragedy. I thought Bay-toe sucked but what I see in El Paso right now is pathetic. #ElPaso"
49809,05/08/19 7:16,0,0,3,#GunControlNow people who will know how to use a gun correctly. I do agree there should be a background check.
6459,03/08/19 23:03,0,0,2,Yet again another community devastated by a mass shooting in the US. Another reason to get gun control as an issue brought forward on the 2020 ballot. I hate to say it but as the political rhetoric heats up the more this could happen #ElPaso #GunControlNow
23701,03/08/19 20:27,0,0,2,"Six month waiting period before purchase, universal background checks, mandatory quarterly mental health screenings and training classes. Ban all military style semi automatic weapons. #GunControlNow #WeDontHaveToLiveThisWay #MOMSDEMAND #ELPASOMALL"
66594,05/08/19 1:22,0,0,1,"I think 'good guys with guns' stop more crime then they are given credit for (including two of the 3 recent mass shootings), but thats a bonus benefit, and not tied to why we have the 2a here."
30541,03/08/19 19:19,0,1,3,Apparently you can't even do your back to school shopping safely . . . This must end!!! #Enough #ElPaso https://twitter.com/cnnbrk/status/1157715380338601984 ’_’__
46301,05/08/19 10:09,0,2,3,Your lies encourage violence the same kind of violence that the ElPaso shooter that supported you did. Take responsibility for what you say. you are a public figure and what you say carries weight with your supporters.
6235,03/08/19 23:05,0,0,3,The #ElPasoShooting is on the hands of @realDonaldTrump @senatemajldr @GOP and @TheDemocrats. I’_’_Î_m tired of all these senseless deaths because nobody wants to take the guns away #2A
33154,03/08/19 18:36,0,0,3,#elpaso is now trending in United States https://www.trendsmap.com/r/US_bagziw pic.twitter.com/PD5UMSvPJD
